dataset,file_name,file_stem,path,chars,words,approx_tokens,lines,empty
cuad,RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement.txt,RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement.txt,265877,40482,66470,1411,False
cuad,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement.txt,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement.txt,61650,9599,15413,123,False
cuad,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,112706,16949,28177,785,False
cuad,RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement.txt,RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement.txt,5140,804,1285,63,False
cuad,RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement.txt,RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement.txt,122504,18656,30626,231,False
cuad,SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.txt,SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.txt,71145,10958,17787,557,False
cuad,SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES AGREEMENT.txt,SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES AGREEMENT.txt,8307,1305,2077,5,False
cuad,SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.txt,SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.txt,70806,10605,17702,355,False
cuad,SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT.txt,SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT.txt,9561,1537,2391,75,False
cuad,SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement.txt,SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement.txt,73793,11866,18449,49,False
cuad,SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.txt,SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.txt,17977,2841,4495,101,False
cuad,SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,50204,7741,12551,237,False
cuad,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement.txt","SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement.txt",8225,1233,2057,19,False
cuad,SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT.txt,SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT.txt,33373,5339,8344,33,False
cuad,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,24558,3259,6140,473,False
cuad,SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.txt,SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.txt,82084,13153,20521,153,False
cuad,"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT.txt","SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT.txt",7116,1122,1779,5,False
cuad,SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.txt,SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.txt,24618,3863,6155,377,False
cuad,SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,25076,3884,6269,311,False
cuad,SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT.txt,SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT.txt,12382,1892,3096,95,False
cuad,"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.txt","SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.txt",53437,8139,13360,469,False
cuad,"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1.txt","SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1.txt",2791,413,698,1,False
cuad,"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.txt","SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.txt",17690,2841,4423,71,False
cuad,SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.txt,SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.txt,10194,1534,2549,73,False
cuad,"SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT FILING AGREEMENT.txt","SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT FILING AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT FILING AGREEMENT.txt",1556,246,389,1,False
cuad,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.txt,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.txt,36330,5370,9083,291,False
cuad,STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,95230,14384,23808,1107,False
cuad,STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.txt,STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.txt,27035,4442,6759,71,False
cuad,"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt","SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt",62168,9545,15542,149,False
cuad,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,96360,13886,24090,1023,False
cuad,SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT.txt,SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT.txt,30308,4808,7577,169,False
cuad,SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT.txt,SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT.txt,11765,1870,2942,95,False
cuad,SalesforcecomInc_20171122_10-Q_EX-10.1_10961535_EX-10.1_Reseller Agreement.txt,SalesforcecomInc_20171122_10-Q_EX-10.1_10961535_EX-10.1_Reseller Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SalesforcecomInc_20171122_10-Q_EX-10.1_10961535_EX-10.1_Reseller Agreement.txt,2931,433,733,31,False
cuad,ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement.txt,ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement.txt,14133,2099,3534,117,False
cuad,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,84247,12822,21062,641,False
cuad,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2.txt,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2.txt,13322,2044,3331,69,False
cuad,ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.txt,ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.txt,10882,1599,2721,99,False
cuad,SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement.txt,SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement.txt,144203,22236,36051,501,False
cuad,"SightLife Surgical, Inc. - STRATEGIC SALES _ MARKETING AGREEMENT.txt","SightLife Surgical, Inc. - STRATEGIC SALES _ MARKETING AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SightLife Surgical, Inc. - STRATEGIC SALES _ MARKETING AGREEMENT.txt",23334,3595,5834,21,False
cuad,SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.txt,SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.txt,28497,4333,7125,35,False
cuad,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.txt,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.txt,39916,6121,9979,107,False
cuad,"Sonos, Inc. - Manufacturing Agreement .txt","Sonos, Inc. - Manufacturing Agreement ","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/Sonos, Inc. - Manufacturing Agreement .txt",109031,16917,27258,709,False
cuad,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.txt,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.txt,142008,22733,35502,255,False
cuad,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2.txt,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2.txt,5343,837,1336,9,False
cuad,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement3.txt,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement3,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement3.txt,2965,437,742,23,False
cuad,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4.txt,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4.txt,3179,492,795,15,False
cuad,SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement.txt,SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement.txt,22693,3577,5674,117,False
cuad,StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.txt,StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.txt,49692,7647,12423,111,False
cuad,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement.txt,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement.txt,77252,11441,19313,531,False
cuad,SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement.txt,SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement.txt,17673,2707,4419,49,False
cuad,TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8(L)-SERVICE AGREEMENT.txt,TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8(L)-SERVICE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8(L)-SERVICE AGREEMENT.txt,29756,4723,7439,23,False
cuad,"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT.txt","TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT.txt",3963,621,991,73,False
cuad,TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.txt,TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.txt,23798,3641,5950,219,False
cuad,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,92418,15086,23105,375,False
cuad,TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.txt,TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.txt,98713,16009,24679,137,False
cuad,"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT.txt","THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT.txt",32805,5293,8202,91,False
cuad,TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.txt,TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.txt,7577,1136,1895,39,False
cuad,TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT.txt,TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT.txt,5874,880,1469,59,False
cuad,"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT.txt","TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT.txt",95041,14851,23761,879,False
cuad,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.txt,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.txt,98538,15314,24635,615,False
cuad,TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.txt,TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.txt,14094,2179,3524,149,False
cuad,TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT.txt,TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT,/data/source/personal/awesome-ai-engineer/project/data/raw/cuad/CUAD_v1/CUAD_v1/full_contract_txt/TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT.txt,43459,6953,10865,287,False
